iter,propose_t0,propose_t1,train_t0,train_t1,prompt_tokens,completion_tokens,proposer_latency_s,guard_ok,guard_violations,val_acc,decision,exit_code,discarded_by_rollback,E_prop_J,E_train_J,E_iter_J,proposer,patience,loop_budget,run
1,1786525292.299045,1786525323.9791615,1786525323.9858837,1786525371.762176,2613,2143,31.68001627922058,True,[],0.7792,reverted,0.0,True,1911.578,4651.088,6562.665999999999,moe,3,10,run_6_repetition_0
2,1786525371.7636485,1786525404.6918144,1786525404.6998205,1786525418.7858016,2854,2205,32.92799735069275,True,[],0.7232,reverted,0.0,True,2083.04,1296.095,3379.135,moe,3,10,run_6_repetition_0
3,1786525418.78715,1786525451.908594,1786525451.9154255,1786525466.099842,2957,2250,33.121363162994385,True,[],0.6736,reverted,0.0,True,2030.751,1130.905,3161.656,moe,3,10,run_6_repetition_0
4,1786525466.1065934,1786525498.1610746,1786525498.1681244,1786525500.938936,2734,2117,32.054365396499634,True,[],,errored,1.0,False,1825.328,42.745,1868.073,moe,3,10,run_6_repetition_0
5,1786525500.9471266,1786525530.5765388,1786525530.5908835,1786525533.261871,3025,1998,29.62932777404785,True,[],,errored,1.0,False,1956.859,35.229,1992.088,moe,3,10,run_6_repetition_0
6,1786525533.2695117,1786525563.392974,,,3055,2036,30.123375177383423,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,1760.559,0.0,1760.559,moe,3,10,run_6_repetition_0
7,1786525563.3971589,1786525592.0841758,1786525592.098241,1786525639.8723469,2840,1945,28.68693470954895,True,[],0.7676,reverted,0.0,True,1900.424,4667.537,6567.961,moe,3,10,run_6_repetition_0
8,1786525639.8737285,1786525671.2872713,1786525671.294102,1786525719.126556,2848,2140,31.41346025466919,True,[],0.5852,reverted,0.0,True,2031.115,4522.512,6553.627,moe,3,10,run_6_repetition_0
9,1786525719.1280272,1786525751.6614044,1786525751.6763303,1786525799.5622597,3065,2204,32.533247232437134,True,[],0.5876,reverted,0.0,True,1949.057,4313.525,6262.581999999999,moe,3,10,run_6_repetition_0
10,1786525799.5696316,1786525830.2405863,1786525830.2476125,1786525832.8178916,2919,2079,30.67087316513061,True,[],,errored,1.0,False,1732.036,35.373,1767.409,moe,3,10,run_6_repetition_0
1,1786526015.5123804,1786526047.075809,1786526047.0909293,1786526094.8661113,2613,2142,31.56331706047058,True,[],0.7708,keep,0.0,False,1885.759,4546.694,6432.453,moe,3,10,run_6_repetition_1
2,1786526094.8692458,1786526126.504721,1786526126.512277,1786526174.3407805,2852,2150,31.6353771686554,True,[],0.792,keep,0.0,False,1981.108,4486.334,6467.442,moe,3,10,run_6_repetition_1
3,1786526174.34358,1786526206.333436,1786526206.3404026,1786526254.1748576,2885,2176,31.989769458770752,True,[],0.805,keep,0.0,False,1908.069,4598.726,6506.795,moe,3,10,run_6_repetition_1
4,1786526254.1781096,1786526286.6784258,1786526286.685635,1786526334.51345,2944,2191,32.500226974487305,True,[],0.8456,keep,0.0,False,2020.127,4526.295,6546.4220000000005,moe,3,10,run_6_repetition_1
5,1786526334.516375,1786526368.0186656,1786526368.0255268,1786526415.860644,2978,2257,33.50219821929932,True,[],0.32,reverted,0.0,True,2042.882,4587.714,6630.596,moe,3,10,run_6_repetition_1
6,1786526415.862131,1786526449.1689312,1786526449.175883,1786526497.2138422,3102,2249,33.306710958480835,True,[],0.5354,reverted,0.0,True,2106.749,4485.098,6591.847,moe,3,10,run_6_repetition_1
7,1786526497.215335,1786526531.24888,1786526531.2566583,1786526579.2953064,3127,2273,34.03345441818237,True,[],0.552,reverted,0.0,True,2035.228,4508.728,6543.956,moe,3,10,run_6_repetition_1
8,1786526579.3021574,1786526612.9254446,1786526612.9328172,1786526615.70382,3096,2262,33.62319278717041,True,[],,errored,1.0,False,2070.056,48.737,2118.793,moe,3,10,run_6_repetition_1
9,1786526615.719077,1786526649.3356862,1786526649.3427274,1786526697.1762023,3380,2249,33.616514921188354,True,[],0.4814,reverted,0.0,True,2070.063,4532.221,6602.284,moe,3,10,run_6_repetition_1
10,1786526697.1780908,1786526732.4767036,1786526732.4837644,1786526762.6454096,3221,2359,35.29852509498596,True,[],0.543,reverted,0.0,True,2122.154,2681.027,4803.1810000000005,moe,3,10,run_6_repetition_1
1,1786547225.222624,1786547256.6183214,,,2613,2130,31.39554715156555,False,['TRAIN_SECONDS was changed to 45.0; it must remain 240.0'],,rejected,,False,1772.32,0.0,1772.32,moe,3,10,run_6_repetition_2
2,1786547256.622429,1786547285.171285,,,2688,1943,28.54876732826233,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,1776.257,0.0,1776.257,moe,3,10,run_6_repetition_2
3,1786547285.1750903,1786547313.762459,1786547313.7687008,1786547361.5445893,2703,1941,28.58728551864624,True,[],0.7686,reverted,0.0,True,1725.165,4244.67,5969.835,moe,3,10,run_6_repetition_2
4,1786547361.5460467,1786547393.3115418,1786547393.3270144,1786547441.1021929,2711,2152,31.76536989212036,True,[],0.7472,reverted,0.0,True,1821.555,4390.486,6212.041,moe,3,10,run_6_repetition_2
5,1786547441.1035566,1786547474.242374,1786547474.257388,1786547485.1399949,2949,2235,33.13872957229614,True,[],0.5962,reverted,0.0,True,2072.755,724.662,2797.4170000000004,moe,3,10,run_6_repetition_2
6,1786547485.14698,1786547516.072757,1786547516.0801177,1786547518.797793,2778,2110,30.9256489276886,True,[],,errored,1.0,False,1756.985,52.454,1809.439,moe,3,10,run_6_repetition_2
7,1786547518.804356,1786547548.7341003,1786547548.748942,1786547596.5224,3205,2028,29.92965722084045,True,[],0.8414,keep,0.0,False,2012.642,4721.858,6734.5,moe,3,10,run_6_repetition_2
8,1786547596.524968,1786547628.020447,1786547628.035063,1786547675.9695385,2899,2127,31.49539351463318,True,[],0.7028,reverted,0.0,True,1992.548,4596.957,6589.505,moe,3,10,run_6_repetition_2
9,1786547675.9709373,1786547707.4821868,1786547707.4893737,1786547755.371555,3044,2138,31.51116514205933,True,[],0.7282,reverted,0.0,True,1828.539,4453.348,6281.887,moe,3,10,run_6_repetition_2
10,1786547755.3729234,1786547787.1548514,1786547787.1690488,1786547835.0508318,3077,2136,31.781837463378903,True,[],0.7476,reverted,0.0,True,1889.203,4639.261,6528.464,moe,3,10,run_6_repetition_2
1,1786562563.7393386,1786562595.5739896,1786562595.5886042,1786562643.363143,2613,2122,31.83448553085327,True,[],0.8094,keep,0.0,False,1964.974,4786.141,6751.115,moe,3,20,run_7_repetition_0
2,1786562643.3663692,1786562677.328153,1786562677.3434577,1786562680.0138958,2832,2265,33.96168494224548,True,[],,errored,1.0,False,2113.211,45.921,2159.132,moe,3,20,run_7_repetition_0
3,1786562680.0279355,1786562712.0970156,1786562712.1041574,1786562759.8792098,3114,2130,32.06897807121277,True,[],0.8022,reverted,0.0,True,1977.439,4497.608,6475.0470000000005,moe,3,20,run_7_repetition_0
4,1786562759.8806305,1786562792.9723752,1786562792.979373,1786562795.6999066,2893,2212,33.09165835380554,True,[],,errored,1.0,False,2119.575,47.958,2167.533,moe,3,20,run_7_repetition_0
5,1786562795.7062776,1786562829.38177,,,3264,2224,33.67540216445923,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,1953.48,0.0,1953.48,moe,3,20,run_7_repetition_0
6,1786562829.38575,1786562862.6327636,1786562862.639941,1786562865.359975,3060,2222,33.246922731399536,True,[],,errored,1.0,False,2248.05,45.167,2293.217,moe,3,20,run_7_repetition_0
7,1786562865.3664415,1786562898.7824192,1786562898.7894795,1786562901.5100098,3315,2215,33.41589069366455,True,[],,errored,1.0,False,1929.074,36.17,1965.244,moe,3,20,run_7_repetition_0
8,1786562901.516435,1786562934.7402947,1786562934.7549536,1786562937.4749143,3337,2212,33.2237708568573,True,[],,errored,1.0,False,2168.071,48.002,2216.073,moe,3,20,run_7_repetition_0
9,1786562937.4812047,1786562970.4340816,1786562970.4412782,1786562973.1622355,3360,2212,32.952741384506226,True,[],,errored,1.0,False,2018.343,41.772,2060.115,moe,3,20,run_7_repetition_0
10,1786562973.1684833,1786563006.1933715,1786563006.2002687,1786563008.9209335,3383,2212,33.024755239486694,True,[],,errored,1.0,False,2066.997,42.178,2109.175,moe,3,20,run_7_repetition_0
11,1786563008.927298,1786563042.388523,1786563042.402522,1786563045.1229312,3407,2233,33.46113443374634,True,[],,errored,1.0,False,2241.688,34.135,2275.8230000000003,moe,3,20,run_7_repetition_0
12,1786563045.1291738,1786563079.212737,1786563079.2202885,1786563081.9409237,3445,2267,34.08347487449646,True,[],,errored,1.0,False,2010.562,36.975,2047.537,moe,3,20,run_7_repetition_0
13,1786563081.9473145,1786563115.8106923,1786563115.8177855,1786563118.5390792,3490,2260,33.8632869720459,True,[],,errored,1.0,False,2284.162,48.206,2332.368,moe,3,20,run_7_repetition_0
14,1786563118.5461934,1786563152.7095816,,,3515,2272,34.16330122947693,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,2033.872,0.0,2033.872,moe,3,20,run_7_repetition_0
15,1786563152.7137334,1786563186.6495304,1786563186.6563976,1786563189.3769968,3325,2266,33.935715436935425,True,[],,errored,1.0,False,2307.467,44.626,2352.0930000000003,moe,3,20,run_7_repetition_0
16,1786563189.383375,1786563223.7194958,1786563223.727051,1786563226.4480643,3568,2269,34.336036920547485,True,[],,errored,1.0,False,2033.111,33.755,2066.866,moe,3,20,run_7_repetition_0
17,1786563226.4542615,1786563260.429736,1786563260.4371066,1786563263.158039,3594,2272,33.975388050079346,True,[],,errored,1.0,False,2181.662,48.143,2229.805,moe,3,20,run_7_repetition_0
18,1786563263.1642723,1786563297.1634934,,,3618,2272,33.99908995628357,False,"[""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,2139.506,0.0,2139.506,moe,3,20,run_7_repetition_0
19,1786563297.1679344,1786563330.6235447,1786563330.6305518,1786563333.3510804,3428,2250,33.455482721328735,True,[],,errored,1.0,False,2072.077,43.054,2115.1310000000003,moe,3,20,run_7_repetition_0
20,1786563333.3572607,1786563367.340175,1786563367.347637,1786563370.068327,3670,2271,33.98282480239868,True,[],,errored,1.0,False,2297.462,35.786,2333.248,moe,3,20,run_7_repetition_0
1,1786560890.4964058,1786560919.8957963,1786560919.9028563,1786560967.6294675,2613,1986,29.399285793304443,True,[],0.8184,keep,0.0,False,1727.481,4664.01,6391.491,moe,3,20,run_7_repetition_1
2,1786560967.63213,1786560999.0219686,1786560999.037074,1786561046.7619946,2690,2068,31.38973999023437,True,[],0.7214,reverted,0.0,True,1920.829,4531.748,6452.576999999999,moe,3,20,run_7_repetition_1
3,1786561046.7634563,1786561077.7849002,1786561077.7919734,1786561125.5752728,2813,2088,31.02135682106018,True,[],0.7444,reverted,0.0,True,1957.804,4454.098,6411.902,moe,3,20,run_7_repetition_1
4,1786561125.5766375,1786561156.30548,1786561156.320891,1786561204.159896,2847,2072,30.728751182556152,True,[],0.428,reverted,0.0,True,1784.301,4347.758,6132.058999999999,moe,3,20,run_7_repetition_1
5,1786561204.166715,1786561235.8649602,1786561235.8715937,1786561238.441923,2790,2130,31.698158502578732,True,[],,errored,1.0,False,1815.392,33.143,1848.535,moe,3,20,run_7_repetition_1
6,1786561238.4575844,1786561268.6464195,1786561268.6611369,1786561316.3865602,3004,2029,30.188740491867065,True,[],0.813,reverted,0.0,True,1980.982,4353.854,6334.836,moe,3,20,run_7_repetition_1
7,1786561316.3878524,1786561346.9354522,1786561346.942428,1786561394.723299,2888,2068,30.547503232955933,True,[],0.0894,reverted,0.0,True,1823.804,4340.959,6164.763,moe,3,20,run_7_repetition_1
8,1786561394.724656,1786561425.4967625,1786561425.5036802,1786561473.2845364,2971,2075,30.772016525268555,True,[],0.7114,reverted,0.0,True,1733.377,4648.937,6382.314,moe,3,20,run_7_repetition_1
9,1786561473.2908258,1786561503.162055,1786561503.1685095,1786561551.002285,2914,2025,29.87113881111145,True,[],0.7808,reverted,0.0,True,1776.535,4709.663,6486.197999999999,moe,3,20,run_7_repetition_1
10,1786561551.0035858,1786561581.5232203,1786561581.5303617,1786561629.3674722,2991,2059,30.51954436302185,True,[],0.8064,reverted,0.0,True,2030.127,4520.297,6550.423999999999,moe,3,20,run_7_repetition_1
11,1786561629.3689694,1786561660.1165912,1786561660.1309483,1786561708.0673065,3051,2060,30.747525930404663,True,[],0.8038,reverted,0.0,True,1925.709,4300.26,6225.969,moe,3,20,run_7_repetition_1
12,1786561708.0732646,1786561738.348122,1786561738.3549404,1786561786.1883037,3018,2022,30.27472972869873,True,[],0.823,reverted,0.0,True,1717.923,4547.21,6265.133,moe,3,20,run_7_repetition_1
13,1786561786.1896763,1786561816.64141,1786561816.6482189,1786561864.5351343,3094,2045,30.4516179561615,True,[],0.7644,reverted,0.0,True,1717.327,4541.521,6258.848,moe,3,20,run_7_repetition_1
14,1786561864.536518,1786561895.7656405,1786561895.773368,1786561943.7125864,3154,2098,31.229031801223755,True,[],0.7938,reverted,0.0,True,2009.393,4611.667,6621.06,moe,3,20,run_7_repetition_1
15,1786561943.720403,1786561973.8672118,1786561973.881535,1786562021.716961,3121,2031,30.146681785583496,True,[],0.8414,keep,0.0,False,1922.043,4478.17,6400.213,moe,3,20,run_7_repetition_1
16,1786562021.7197945,1786562054.1298337,1786562054.144812,1786562101.9282491,3194,2175,32.409950494766235,True,[],0.7962,reverted,0.0,True,1931.22,4427.608,6358.828,moe,3,20,run_7_repetition_1
17,1786562101.9296243,1786562135.8498,1786562135.8570044,1786562183.7438529,3371,2246,33.92007899284363,True,[],0.6514,reverted,0.0,True,1911.912,4471.046,6382.9580000000005,moe,3,20,run_7_repetition_1
18,1786562183.7452989,1786562217.2841594,1786562217.2914877,1786562265.1783717,3479,2254,33.53872227668762,True,[],0.6876,reverted,0.0,True,2149.673,4619.37,6769.043,moe,3,20,run_7_repetition_1
19,1786562265.1846786,1786562299.6345177,1786562299.649964,1786562302.4271097,3297,2308,34.44971203804016,True,[],,errored,1.0,False,2180.539,54.221,2234.76,moe,3,20,run_7_repetition_1
20,1786562302.4333284,1786562335.0902455,1786562335.1050384,1786562383.090701,3580,2182,32.65682768821716,True,[],0.74,reverted,0.0,True,2001.196,4529.647,6530.843,moe,3,20,run_7_repetition_1
1,1786521310.570057,1786521342.5212102,1786521342.535992,1786521390.3158362,2613,2167,31.951058387756348,True,[],0.875,keep,0.0,False,1870.301,4616.326,6486.627,moe,3,20,run_7_repetition_2
2,1786521390.3190715,1786521423.2134392,1786521423.228474,1786521471.0152054,2875,2173,32.89427828788757,True,[],0.8694,reverted,0.0,True,1849.335,4577.011,6426.3460000000005,moe,3,20,run_7_repetition_2
3,1786521471.0167067,1786521504.4212067,1786521504.4359057,1786521531.3937082,2922,2269,33.40441036224365,True,[],0.7646,reverted,0.0,True,2102.511,2363.899,4466.41,moe,3,20,run_7_repetition_2
4,1786521531.3951888,1786521564.8894205,1786521564.896303,1786521612.980598,3037,2255,33.49299693107605,True,[],0.8384,reverted,0.0,True,2186.536,4471.149,6657.685,moe,3,20,run_7_repetition_2
5,1786521612.9875762,1786521645.723185,1786521645.7304394,1786521648.2505696,2977,2215,32.73552203178406,True,[],,errored,1.0,False,2081.202,40.853,2122.0550000000003,moe,3,20,run_7_repetition_2
6,1786521648.257133,1786521680.5607412,1786521680.5757449,1786521728.4122536,3200,2181,32.30352473258972,True,[],0.8698,reverted,0.0,True,1989.394,4599.292,6588.686000000001,moe,3,20,run_7_repetition_2
7,1786521728.4138272,1786521760.7821946,1786521760.7890122,1786521808.6750498,3036,2177,32.368284463882446,True,[],0.861,reverted,0.0,True,2052.05,4316.728,6368.778,moe,3,20,run_7_repetition_2
8,1786521808.676352,1786521841.2225814,1786521841.229574,1786521889.2679298,3084,2177,32.54614615440369,True,[],0.8362,reverted,0.0,True,2044.858,4359.438,6404.296,moe,3,20,run_7_repetition_2
9,1786521889.2742364,1786521921.308063,1786521921.3159454,1786521969.1490233,3102,2163,32.03374028205872,True,[],0.8728,reverted,0.0,True,1834.456,4737.394,6571.85,moe,3,20,run_7_repetition_2
10,1786521969.1504517,1786522001.5990677,1786522001.606732,1786522049.4394624,3137,2163,32.44853615760803,True,[],0.872,reverted,0.0,True,1929.044,4641.959,6571.003,moe,3,20,run_7_repetition_2
11,1786522049.4410765,1786522081.546839,1786522081.5680816,1786522129.457898,3171,2179,32.105671882629395,True,[],0.8588,reverted,0.0,True,2040.525,4361.484,6402.009,moe,3,20,run_7_repetition_2
12,1786522129.4648137,1786522161.6888318,1786522161.6955714,1786522209.530692,3204,2177,32.223933935165405,True,[],0.8694,reverted,0.0,True,2043.658,4371.138,6414.796,moe,3,20,run_7_repetition_2
13,1786522209.53243,1786522243.8075292,1786522243.822488,1786522246.3928711,3253,2295,34.27499985694885,True,[],,errored,1.0,False,1977.472,29.642,2007.114,moe,3,20,run_7_repetition_2
14,1786522246.3998358,1786522280.881369,1786522280.8890693,1786522328.827223,3585,2295,34.481444120407104,True,[],0.844,reverted,0.0,True,2238.336,4286.037,6524.373,moe,3,20,run_7_repetition_2
15,1786522328.8287086,1786522362.9216783,1786522362.9369967,1786522411.026736,3420,2287,34.09287691116333,True,[],0.8354,reverted,0.0,True,2094.301,4415.069,6509.370000000001,moe,3,20,run_7_repetition_2
16,1786522411.0319476,1786522443.2985556,1786522443.3058257,1786522491.1410348,3333,2163,32.26648020744324,True,[],0.864,reverted,0.0,True,1844.471,4814.918,6659.388999999999,moe,3,20,run_7_repetition_2
17,1786522491.142412,1786522523.895686,1786522523.9030154,1786522571.790629,3369,2183,32.75313591957092,True,[],0.8568,reverted,0.0,True,2040.626,4573.474,6614.1,moe,3,20,run_7_repetition_2
18,1786522571.7923229,1786522606.0861714,,,3423,2295,34.29374861717224,False,"['TRAIN_SECONDS was changed to 45.0; it must remain 240.0', ""result.json key 'peak_vram_mb' is missing""]",,rejected,,False,2191.712,0.0,2191.712,moe,3,20,run_7_repetition_2
19,1786522606.0903485,1786522638.8703537,1786522638.884948,1786522686.874616,3499,2206,32.77992129325867,True,[],0.834,reverted,0.0,True,2006.892,4631.815,6638.706999999999,moe,3,20,run_7_repetition_2
20,1786522686.8805232,1786522719.3558357,1786522719.363299,1786522767.1485963,3462,2182,32.47522807121277,True,[],0.868,reverted,0.0,True,1994.587,4586.169,6580.755999999999,moe,3,20,run_7_repetition_2
